index,variable,var_fqn,var_index,sample_size,mean,var,sd,rhat,ess_bulk,ess_tail,mcse_mean,mcse_sd,q_0.05,q_0.5,q_0.95,hdi_low,hdi_high,y,pdf
659,prob,prob[57],"(57,)",2000,0.0003981869327937671,1.5203484056760856e-07,0.0003899164533173851,1.0013490866761492,744.7950097640381,654.7576681257764,1.0589871297718282e-05,3.3393134176627474e-05,4.070896022067801e-05,0.000292654061103721,0.0011122124466375778,2.9421874800463012e-06,0.0008353095818381667,-3.0999999999999996,0.0003981869327937671
660,prob,prob[58],"(58,)",2000,0.0004314950544641475,1.7987061048859322e-07,0.0004241115542974433,1.001435746062645,736.1520631279745,654.6259074234962,1.154651520388044e-05,3.744671454259833e-05,4.3473768126926786e-05,0.00031873475868526716,0.0012016795506606928,3.25427049843303e-06,0.0009097801831445252,-3.0666666666666664,0.0004314950544641475
661,prob,prob[59],"(59,)",2000,0.00046801686925910786,2.1258221712112122e-07,0.0004610663912292038,1.0014908583971718,728.6650799149858,645.57099681351,1.257591786904484e-05,4.1566455584919096e-05,4.721377707558891e-05,0.0003454058981881414,0.0012957613234697803,3.3570015132534247e-06,0.0009843872488897562,-3.033333333333333,0.00046801686925910786
662,prob,prob[60],"(60,)",2000,0.0005080884692350859,2.50881702112487e-07,0.0005008809260817255,1.0015670501576073,723.6343572842876,645.57099681351,1.367785323465752e-05,4.5637696337086784e-05,5.234835511122383e-05,0.00037726377906408123,0.0013941000928875949,3.485771211613681e-06,0.0010760637199433941,-2.9999999999999996,0.0005080884692350859
663,prob,prob[61],"(61,)",2000,0.0005520585563395091,2.954778507864741e-07,0.0005435787438692522,1.0016442303460986,721.4792899228919,641.034240508915,1.4849618262518189e-05,4.9510163680343414e-05,5.753107485532003e-05,0.0004133301685326242,0.0015049754606684394,4.907542162659078e-06,0.0011814726921926628,-2.966666666666667,0.0005520585563395091
664,prob,prob[62],"(62,)",2000,0.0006003204943321841,3.4709021462066525e-07,0.0005891436281762413,1.0016860886454317,718.6712191582033,645.2298515613223,1.6087405910616402e-05,5.300668420487078e-05,6.228598189494437e-05,0.0004477462836351403,0.001637112350297365,3.822785985543575e-06,0.0012863161517730256,-2.9333333333333336,0.0006003204943321841
665,prob,prob[63],"(63,)",2000,0.0006533078649701109,4.0637912750234107e-07,0.000637478727097886,1.0017539944449856,714.3486045178444,652.9011740957909,1.738563078896507e-05,5.591564339545373e-05,6.933358611252404e-05,0.0004888730366113083,0.0017820022265059743,5.301411860656368e-06,0.001402938015133384,-2.9000000000000004,0.0006533078649701109
666,prob,prob[64],"(64,)",2000,0.0007115252160068619,4.7405658494049493e-07,0.0006885176722063821,1.0018125252187797,711.681492449496,640.1609610545435,1.8740779640393704e-05,5.803497081260834e-05,7.61716478314533e-05,0.0005356536140936207,0.0019261172250307629,5.522733990525202e-06,0.0015039040284527834,-2.8666666666666663,0.0007115252160068619
667,prob,prob[65],"(65,)",2000,0.0007755099309575549,5.507642423863735e-07,0.0007421349219558217,1.001844519722178,711.1624893395739,614.7251414089659,2.0149601309053876e-05,5.916339702786389e-05,8.378431506125256e-05,0.0005900085061076094,0.0020771575840818233,4.534343671771008e-06,0.0016201131425001112,-2.8333333333333335,0.0007755099309575549
668,prob,prob[66],"(66,)",2000,0.0008458883475866276,6.37198828957568e-07,0.0007982473482308401,1.001890740918384,709.6438264286569,616.0175577102272,2.1732262558860763e-05,5.9140674165337284e-05,9.013893672294507e-05,0.0006465994442988771,0.0022564826899596608,4.828264603562805e-06,0.0017621480884948961,-2.8,0.0008458883475866276
669,prob,prob[67],"(67,)",2000,0.0009233771150804454,7.34157399775118e-07,0.0008568298546240776,1.0019544891626877,709.2433462340492,658.7596851031055,2.3470511914780447e-05,5.787456894019674e-05,9.813194906727629e-05,0.000711518045855596,0.002421371231737248,5.151805200379095e-06,0.0019240145701837203,-2.7666666666666666,0.0009233771150804454
670,prob,prob[68],"(68,)",2000,0.001008842130375653,8.430021803207458e-07,0.00091815150183439,1.002009524320832,710.4315050973643,663.5779381480746,2.537270743569393e-05,5.543164258030201e-05,0.00010755453031307979,0.0007871260447246313,0.0026008764066596276,5.505555825981113e-06,0.0020986353664847047,-2.7333333333333334,0.001008842130375653
671,prob,prob[69],"(69,)",2000,0.0011038097011699546,9.672728522106931e-07,0.0009835003061568883,1.0021206115253358,710.8200240682478,683.1833106617182,2.7490745090581867e-05,5.235326213585085e-05,0.0001197994553727876,0.0008655676350868163,0.002839529495403148,6.285708335249132e-06,0.002309172799562444,-2.7,0.0011038097011699546
672,prob,prob[70],"(70,)",2000,0.001211199553752391,1.1148394302072764e-06,0.0010558595693591437,1.0021917937068765,710.9685090403032,688.2907209757193,2.9891217706610073e-05,5.001266564001144e-05,0.0001325709922695496,0.0009549790444042586,0.003117060790802783,8.567553760054922e-06,0.0025266962316931457,-2.666666666666666,0.001211199553752391
673,prob,prob[71],"(71,)",2000,0.0013330687112208387,1.2916651878930403e-06,0.0011365144908416435,1.002230170923874,713.5428111165742,725.2945089022163,3.261592788068028e-05,4.8409228847004745e-05,0.0001490414236977655,0.0010622768843327644,0.0033674652813963516,1.2496764080477588e-05,0.0027757420257164597,-2.6333333333333333,0.0013330687112208387
674,prob,prob[72],"(72,)",2000,0.0014716767189993866,1.5047237963891137e-06,0.0012266718372853898,1.002279733260376,715.3221712196016,726.0567990887549,3.5706068225383825e-05,4.763632883771645e-05,0.00017088475597149355,0.0011831937837005514,0.00372958298367279,1.8158416993575755e-05,0.0030076757110708502,-2.6,0.0014716767189993866
675,prob,prob[73],"(73,)",2000,0.0016295690228373542,1.7622248624573394e-06,0.0013274881778973925,1.0023157395446203,720.6558503836591,726.0567990887549,3.91739127505389e-05,4.7627746932988865e-05,0.00019831324431294722,0.001318297954562238,0.004073052809755779,2.5566629058887316e-05,0.0033106697745565097,-2.5666666666666664,0.0016295690228373542
676,prob,prob[74],"(74,)",2000,0.0018097437391958425,2.0740083600496046e-06,0.001440141784703716,1.0023830414996546,722.9311295626487,726.0567990887549,4.2826451742956925e-05,4.8253853180593415e-05,0.00023035565094055137,0.0014664383944334933,0.004513818405023647,3.472820937742011e-05,0.0036290812346570804,-2.533333333333333,0.0018097437391958425
677,prob,prob[75],"(75,)",2000,0.0020157260555080697,2.451710766170186e-06,0.0015657939730916663,1.0024129364656587,726.007445438947,726.0567990887549,4.691991953458782e-05,4.938630191637236e-05,0.000268422131743484,0.0016558763037672086,0.004920293793209769,5.93693648561531e-05,0.0040096013752991926,-2.5,0.0020157260555080697
678,prob,prob[76],"(76,)",2000,0.00225166477394845,2.9093498794653227e-06,0.0017056816465757386,1.0024676296124586,729.847010078481,725.608178760105,5.1497096266282704e-05,5.093787412085461e-05,0.0003199753297673174,0.001865197461758878,0.005429583472667691,6.305914035762986e-05,0.004436476526511442,-2.466666666666667,0.00225166477394845
679,prob,prob[77],"(77,)",2000,0.002522296784482957,3.4631661715666154e-06,0.0018609584013530812,1.0025341610528509,734.6849840704466,737.1237290162103,5.660003058901629e-05,5.2868473845865265e-05,0.0003825940625566862,0.002110478532602792,0.005970392558485777,7.867582548374439e-05,0.004910032088946987,-2.433333333333333,0.002522296784482957
