pdf_hat,low,high,r,data_type,data_seed,model,ntrain,ntest,fit_seconds,job,run,mcmc_strategy,apply_jitter
0.02647270034868275,0.01922828148478054,0.03523792563821913,2.3355704697986575,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.02336561002847155,0.01681096163581016,0.03129484664065987,2.3892617449664426,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.02056333040989244,0.01469710338546909,0.02769802001315184,2.442953020134228,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.01804468427556752,0.01278137606541521,0.02451672422590653,2.496644295302013,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.01578857010759261,0.01109765821940392,0.02159400031284884,2.550335570469798,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.01377494356626964,0.00962237928982815,0.01896241074504463,2.604026845637584,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.01198331694129204,0.00832246066678109,0.0166082347421096,2.6577181208053693,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.01039451796873653,0.00717936153868984,0.01450030055132864,2.7114093959731544,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00899015681893965,0.00618742609003398,0.01259268142537656,2.7651006711409396,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.0077533101074954,0.00529955130537608,0.01093076438222617,2.8187919463087248,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00666720778906362,0.0045377355984917,0.00943883033025877,2.87248322147651,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.0057157076004635,0.00388366851045597,0.0081107107974154,2.926174496644295,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00488499977998584,0.00331601319301627,0.00694175848086234,2.97986577181208,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00416219842240126,0.00282558364285611,0.00592451122436865,3.0335570469798654,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00353548222043056,0.00240488319480981,0.00501051237213366,3.0872483221476505,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00299381079117197,0.00203620297608892,0.00423876443223174,3.1409395973154357,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00252708159311518,0.00172287802057943,0.00355866728418844,3.1946308724832218,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00212606887182316,0.0014536571086413,0.0029853982866754002,3.248322147651007,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00178277634955794,0.00122747078870136,0.00249000032664795,3.302013422818792,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00149010635140636,0.00103424528910377,0.00206856058092876,3.3557046979865772,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.0012414733361833,8.6851089475467e-4,0.00170864653309098,3.4093959731543624,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
0.00103093437972994,7.2731476324612e-4,0.00140886097891236,3.4630872483221475,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
8.5327364677225e-4,6.0961236901066e-4,0.00115537452484634,3.5167785234899327,gaussian,1,ptm-iwls-nuts,250,5000,557.9738745689392,010-ptm-plots,20250907-175606,iwls-nuts,FALSE
