xnum,bias,var,mse,ci_coverage,ci_width,parameter,data_type,data_seed,model,ntrain,ntest,job,run,mcmc_strategy,apply_jitter,ig_a,ig_b
3,1.5043521983670872e-17,0.00551048036464308,0.00920658357699438,1,0.2339330253001184,scale,mixture,55,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133613,iwls-nuts,FALSE,0.01,0.01
0,3.019806626980426e-17,0.01969476891497415,0.03428012767575576,0.952,0.4465964039396068,loc,mixture,56,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133344,iwls-nuts,FALSE,0.01,0.01
1,2.678968158420503e-16,0.02026912373388592,0.03661845583827209,0.924,0.45315373948670185,loc,mixture,56,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133344,iwls-nuts,FALSE,0.01,0.01
2,6.683542608243442e-17,0.04253959882240397,0.08407517644513335,0.82800007,0.6365189800287808,loc,mixture,56,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133344,iwls-nuts,FALSE,0.01,0.01
3,-8.359979375427429e-17,0.03292138034351147,0.05061738102236407,0.934,0.546442371313241,loc,mixture,56,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133344,iwls-nuts,FALSE,0.01,0.01
0,-1.77635683940025e-18,0.01038379610012458,0.01909612471146859,0.846,0.32665168038565706,scale,mixture,56,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133344,iwls-nuts,FALSE,0.01,0.01
1,-8.65973959207622e-18,0.01090253284708382,0.01888914506130502,0.952,0.33515201626205954,scale,mixture,56,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133344,iwls-nuts,FALSE,0.01,0.01
2,8.10462807976364e-18,0.01226215340098723,0.0163417084355352,1,0.3537997227922667,scale,mixture,56,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133344,iwls-nuts,FALSE,0.01,0.01
3,6.217248937900877e-18,0.0115916808368687,0.0186229154185647,1,0.34146164733358503,scale,mixture,56,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133344,iwls-nuts,FALSE,0.01,0.01
0,3.241851231905457e-17,0.00771133253840741,0.0178467556209387,0.85800004,0.27572467374663256,loc,mixture,56,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134321,iwls-nuts,FALSE,0.01,0.01
1,2.6628699245634383e-16,0.00771984460749718,0.00950841608788257,1,0.2801750221839021,loc,mixture,56,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134321,iwls-nuts,FALSE,0.01,0.01
2,6.650235917504686e-17,0.01465610153899772,0.0296254620228545,0.882,0.38889000624803455,loc,mixture,56,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134321,iwls-nuts,FALSE,0.01,0.01
3,-8.43769498715119e-17,0.01119248839444976,0.01988108719464737,0.95600003,0.33853782557434753,loc,mixture,56,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134321,iwls-nuts,FALSE,0.01,0.01
0,-2.7200464103316332e-18,0.00415911368895367,0.00514679882111239,1,0.20656869070138373,scale,mixture,56,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134321,iwls-nuts,FALSE,0.01,0.01
1,-9.325873406851316e-18,0.00430616767768452,0.00732721686430649,0.98,0.21100044527880932,scale,mixture,56,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134321,iwls-nuts,FALSE,0.01,0.01
2,7.327471962526034e-18,0.00459803621843017,0.00946946695139566,0.87000006,0.22003360527777105,scale,mixture,56,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134321,iwls-nuts,FALSE,0.01,0.01
3,4.9404924595819456e-18,0.00442608730059961,0.00803650167482168,0.94000006,0.21191137660738624,scale,mixture,56,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134321,iwls-nuts,FALSE,0.01,0.01
0,-1.021405182655144e-17,0.01496944447946966,0.02136022638433007,1,0.3895451641395045,loc,mixture,57,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133919,iwls-nuts,FALSE,1,0.005
1,1.8807178037150151e-16,0.02087700596037876,0.02819615384169248,1,0.4564471820401259,loc,mixture,57,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133919,iwls-nuts,FALSE,1,0.005
2,-1.7763568394002502e-17,0.03715045701935827,0.07870127757618238,0.93600005,0.60433326481491,loc,mixture,57,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133919,iwls-nuts,FALSE,1,0.005
3,1.6897594434794883e-16,0.02515497731822351,0.03135116703456316,1,0.5112506259142902,loc,mixture,57,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133919,iwls-nuts,FALSE,1,0.005
0,-1.3322676295501879e-18,0.00678131267767516,0.00856375761305629,1,0.26532293064340823,scale,mixture,57,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133919,iwls-nuts,FALSE,1,0.005
1,1.0769163338864019e-17,0.0078307079173655,0.0176142607149219,0.92,0.2824373492841402,scale,mixture,57,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133919,iwls-nuts,FALSE,1,0.005
2,7.327471962526034e-18,0.01052851680643466,0.01377536449792045,1,0.3227018664948293,scale,mixture,57,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133919,iwls-nuts,FALSE,1,0.005
3,-1.9817480989559043e-17,0.00830790806948914,0.01276832594833165,0.98800004,0.2916513379024567,scale,mixture,57,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-133919,iwls-nuts,FALSE,1,0.005
0,-1.0325074129013956e-17,0.00531584104964094,0.00859614908964666,0.98,0.23258333935312425,loc,mixture,57,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134611,iwls-nuts,FALSE,1,0.005
1,1.866284904394888e-16,0.00570434998262063,0.00971141493676531,0.90000004,0.23818876622398927,loc,mixture,57,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134611,iwls-nuts,FALSE,1,0.005
2,-1.953992523340275e-17,0.01214482834113394,0.0188279132418656,0.93200004,0.3456548905011257,loc,mixture,57,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134611,iwls-nuts,FALSE,1,0.005
3,1.6997514507011148e-16,0.00966774004863719,0.01141115592733076,1,0.30705643215416495,loc,mixture,57,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134611,iwls-nuts,FALSE,1,0.005
0,-9.714451465470119e-19,0.00363612536044526,0.00618541340016007,0.94000006,0.1950482607942362,scale,mixture,57,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134611,iwls-nuts,FALSE,1,0.005
1,1.0075273948473295e-17,0.00371369148886505,0.00688006556489286,0.94000006,0.1955606331332084,scale,mixture,57,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134611,iwls-nuts,FALSE,1,0.005
2,6.88338275267597e-18,0.00414486005939838,0.00708048580602786,1,0.2073409768060916,scale,mixture,57,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134611,iwls-nuts,FALSE,1,0.005
3,-1.8873791418627663e-17,0.00409826878581108,0.00505582210522172,1,0.20459504228837505,scale,mixture,57,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134611,iwls-nuts,FALSE,1,0.005
0,4.0412118096355703e-17,0.01547554692126171,0.0375411217081246,0.758,0.3928880314082736,loc,mixture,58,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134220,iwls-nuts,FALSE,1,0.005
1,-5.1070259132757203e-17,0.03365486842907005,0.0575328251115355,0.91800004,0.5119420854310337,loc,mixture,58,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134220,iwls-nuts,FALSE,1,0.005
2,3.552713678800501e-18,0.03597540794613364,0.09164954059110988,0.88400006,0.5893006208428273,loc,mixture,58,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134220,iwls-nuts,FALSE,1,0.005
3,5.784261958297066e-17,0.02684678780343328,0.03128501607081523,1,0.5203833823519415,loc,mixture,58,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134220,iwls-nuts,FALSE,1,0.005
0,8.881784197001253e-19,0.00736834486452493,0.0128595729688195,0.99200004,0.2740797325110252,scale,mixture,58,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134220,iwls-nuts,FALSE,1,0.005
1,5.773159728050814e-18,0.00983224416640523,0.01768585999223469,1,0.3049356618122809,scale,mixture,58,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134220,iwls-nuts,FALSE,1,0.005
2,-9.769962616701375e-18,0.00888926955916328,0.01968416555218198,0.85400003,0.2998937738635699,scale,mixture,58,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134220,iwls-nuts,FALSE,1,0.005
3,6.217248937900877e-18,0.00761178723929293,0.01213150634919378,1,0.27755092215226307,scale,mixture,58,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134220,iwls-nuts,FALSE,1,0.005
0,3.783084956410221e-17,0.00606378292459828,0.00857314083285784,1,0.24870903005144668,loc,mixture,58,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134837,iwls-nuts,FALSE,1,0.005
1,-5.040412531798211e-17,0.01187177298499902,0.02275945106194085,0.91400003,0.3201769139800913,loc,mixture,58,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134837,iwls-nuts,FALSE,1,0.005
2,6.994405055138485e-18,0.01485085627222268,0.02740552906434727,0.938,0.3876950640726436,loc,mixture,58,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134837,iwls-nuts,FALSE,1,0.005
3,6.371292382567616e-17,0.01029078124698588,0.01498363984232854,0.95800006,0.32852196070828094,loc,mixture,58,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134837,iwls-nuts,FALSE,1,0.005
0,-5.551115123125783e-20,0.00352103087243842,0.00472367667781104,1,0.19163754425385457,scale,mixture,58,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134837,iwls-nuts,FALSE,1,0.005
1,3.7470027081099036e-18,0.00414264174054342,0.00718662619062133,0.93000007,0.20464373578751824,scale,mixture,58,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134837,iwls-nuts,FALSE,1,0.005
2,-7.105427357601002e-18,0.00462195008207049,0.00854022289097547,0.952,0.21876342369249693,scale,mixture,58,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134837,iwls-nuts,FALSE,1,0.005
3,7.271960811294776e-18,0.00362372207957922,0.00591618813231997,1,0.1946234085624478,scale,mixture,58,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134837,iwls-nuts,FALSE,1,0.005
0,-1.6653345369377347e-17,0.01274712060736003,0.02172067812095938,1,0.35887386887360523,loc,mixture,59,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134635,iwls-nuts,FALSE,0.01,0.01
1,1.7141843500212415e-16,0.0128837178845141,0.01676761520205418,1,0.3508306099035153,loc,mixture,59,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134635,iwls-nuts,FALSE,0.01,0.01
2,4.947431353485854e-17,0.02611279259956066,0.0499723322563651,0.874,0.514182969346889,loc,mixture,59,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134635,iwls-nuts,FALSE,0.01,0.01
3,2.4646951146678472e-17,0.01840057385752385,0.03472920994776061,0.94600004,0.4315195514144884,loc,mixture,59,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134635,iwls-nuts,FALSE,0.01,0.01
0,-1.3877787807814458e-18,0.01087562689028937,0.01403435518378917,1,0.3341763110941249,scale,mixture,59,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134635,iwls-nuts,FALSE,0.01,0.01
1,7.993605777301128e-18,0.0109599212451353,0.02463165930758016,0.76600003,0.3346794608235116,scale,mixture,59,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134635,iwls-nuts,FALSE,0.01,0.01
2,2.6645352591003758e-18,0.01394875463903761,0.02140492627391418,0.99600005,0.3824511921399177,scale,mixture,59,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134635,iwls-nuts,FALSE,0.01,0.01
3,2.2981616609740742e-17,0.01052631502357252,0.01448442465197538,1,0.330598243377956,scale,mixture,59,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134635,iwls-nuts,FALSE,0.01,0.01
0,-1.679212324745549e-17,0.00594855323747023,0.0086638484424228,1,0.24636324532755977,loc,mixture,59,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135208,iwls-nuts,FALSE,0.01,0.01
1,1.710853680947366e-16,0.00585908068779251,0.00980527133632033,1,0.2451810429451628,loc,mixture,59,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135208,iwls-nuts,FALSE,0.01,0.01
2,5.129230373768223e-17,0.0128976522719523,0.02598074293900795,0.86200005,0.36174466127373794,loc,mixture,59,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135208,iwls-nuts,FALSE,0.01,0.01
3,2.4868995751603507e-17,0.01032239162331971,0.01444350611653944,1,0.31987038371887,loc,mixture,59,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135208,iwls-nuts,FALSE,0.01,0.01
0,-1.179611963664229e-18,0.00489079222041794,0.00677097733074694,1,0.22326336173528555,scale,mixture,59,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135208,iwls-nuts,FALSE,0.01,0.01
1,6.245004513516506e-18,0.00441187391472345,0.00817801314383713,0.892,0.2157194066889607,scale,mixture,59,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135208,iwls-nuts,FALSE,0.01,0.01
2,1.998401444325282e-18,0.00562377586451713,0.00982366556527878,0.94000006,0.24285690866791407,scale,mixture,59,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135208,iwls-nuts,FALSE,0.01,0.01
3,2.2870594307278227e-17,0.00530124054877374,0.00826247152510603,1,0.2351790845963721,scale,mixture,59,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135208,iwls-nuts,FALSE,0.01,0.01
0,4.457545443870004e-17,0.01339166425730379,0.02142676994885013,0.9760001,0.362759321781695,loc,mixture,60,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134847,iwls-nuts,FALSE,1,0.005
1,-1.817990202823694e-17,0.01090344404835852,0.01417776987219626,1,0.33547668879094394,loc,mixture,60,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134847,iwls-nuts,FALSE,1,0.005
2,8.78463968234655e-17,0.0636902860092919,0.09981620665554264,0.91200006,0.6152147077163995,loc,mixture,60,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134847,iwls-nuts,FALSE,1,0.005
3,-3.9523939676655565e-17,0.02186955775890543,0.04090332442829333,0.91,0.4717190778153386,loc,mixture,60,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134847,iwls-nuts,FALSE,1,0.005
0,3.7747582837255325e-18,0.00854361897308011,0.01883497272913452,0.84200007,0.2954857439570364,scale,mixture,60,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134847,iwls-nuts,FALSE,1,0.005
1,-2.2204460492503126e-19,0.00840209192692033,0.0123855412447267,1,0.29634954947457864,scale,mixture,60,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134847,iwls-nuts,FALSE,1,0.005
2,6.10622663543836e-18,0.00878172200430695,0.0226154890653219,0.76400006,0.29856922505428973,scale,mixture,60,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134847,iwls-nuts,FALSE,1,0.005
3,1.3322676295501879e-18,0.00817464308075173,0.01218310747867653,1,0.2921501829736152,scale,mixture,60,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134847,iwls-nuts,FALSE,1,0.005
0,4.7961634663806756e-17,0.00673724226569392,0.01221584520776375,0.878,0.26539667505623826,loc,mixture,60,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135335,iwls-nuts,FALSE,0.01,0.01
1,-2.1316282072803006e-17,0.00835077125698029,0.01654232191611585,0.96000004,0.2849017077505099,loc,mixture,60,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135335,iwls-nuts,FALSE,0.01,0.01
2,8.260059303211165e-17,0.02358457877902085,0.03700102219211355,0.934,0.4235584757303936,loc,mixture,60,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135335,iwls-nuts,FALSE,0.01,0.01
3,-4.5519144009631415e-17,0.01146537566559759,0.02442359110702484,0.88600004,0.3440195803624562,loc,mixture,60,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135335,iwls-nuts,FALSE,0.01,0.01
0,6.3282712403633925e-18,0.00421402505784469,0.00834171210946711,0.924,0.21094802977800023,scale,mixture,60,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135335,iwls-nuts,FALSE,0.01,0.01
1,6.106226635438361e-19,0.00478243925734494,0.00760858179996933,0.98800004,0.2197622910360556,scale,mixture,60,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135335,iwls-nuts,FALSE,0.01,0.01
2,7.88258347483861e-18,0.00519983329126435,0.00980856325766374,0.89800006,0.23029768075934723,scale,mixture,60,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135335,iwls-nuts,FALSE,0.01,0.01
3,-2.2204460492503126e-19,0.00468953010023859,0.00610277166654786,1,0.22036551207620247,scale,mixture,60,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135335,iwls-nuts,FALSE,0.01,0.01
0,1.4210854715202004e-17,0.02171416762511822,0.03750686781630157,0.97,0.455690805893604,loc,mixture,61,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134918,iwls-nuts,FALSE,0.01,0.01
1,6.09512440519211e-17,0.0198445129651023,0.02892391156605382,1,0.4407798789147605,loc,mixture,61,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134918,iwls-nuts,FALSE,0.01,0.01
2,-2.997602166487923e-17,0.03486737027085009,0.04724327615581413,1,0.5849569921801269,loc,mixture,61,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134918,iwls-nuts,FALSE,0.01,0.01
3,-4.241051954068098e-17,0.02709711101675185,0.05223212302522585,0.91800004,0.5303592863246608,loc,mixture,61,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134918,iwls-nuts,FALSE,0.01,0.01
0,6.9388939039072276e-18,0.01093278742082816,0.02392354941401128,0.94200003,0.32736744418021424,scale,mixture,61,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134918,iwls-nuts,FALSE,0.01,0.01
1,-8.215650382226158e-18,0.00884448319030228,0.02146155566431118,0.78800005,0.3034564212902295,scale,mixture,61,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134918,iwls-nuts,FALSE,0.01,0.01
2,4.4686476741162544e-18,0.0104010264787956,0.01778957722002361,0.934,0.3235587216929922,scale,mixture,61,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134918,iwls-nuts,FALSE,0.01,0.01
3,-2.581268532253489e-18,0.00980350528695715,0.01339044659347017,1,0.3171446106716401,scale,mixture,61,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-134918,iwls-nuts,FALSE,0.01,0.01
0,1.354472090042691e-17,0.00724872115840631,0.01076510818874525,1,0.27391249978223253,loc,mixture,61,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135631,iwls-nuts,FALSE,0.01,0.01
1,6.036837696399291e-17,0.00819483171316147,0.00967113437180802,1,0.2865413269065309,loc,mixture,61,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135631,iwls-nuts,FALSE,0.01,0.01
2,-2.4646951146678472e-17,0.0134445201333821,0.02582667634099658,0.822,0.36762632387640265,loc,mixture,61,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135631,iwls-nuts,FALSE,0.01,0.01
3,-4.485301019485633e-17,0.00972468585717894,0.01644076171570368,0.92,0.31918581269311436,loc,mixture,61,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135631,iwls-nuts,FALSE,0.01,0.01
0,2.8310687127941494e-18,0.00427375982501974,0.00912551548030785,0.85400003,0.2103057216091795,scale,mixture,61,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135631,iwls-nuts,FALSE,0.01,0.01
1,-9.298117831235687e-18,0.00419230830532317,0.0050621411078877,1,0.2095345378808396,scale,mixture,61,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135631,iwls-nuts,FALSE,0.01,0.01
2,7.88258347483861e-18,0.00481880889774393,0.00902960128956844,0.90200007,0.2234109135582006,scale,mixture,61,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135631,iwls-nuts,FALSE,0.01,0.01
3,-3.719247132494275e-18,0.00427746282387448,0.00786720218819232,0.90400004,0.21132033116323812,scale,mixture,61,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135631,iwls-nuts,FALSE,0.01,0.01
0,5.329070518200751e-18,0.01354153931225872,0.03065356716368926,0.85200006,0.3734511524504573,loc,mixture,62,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135359,iwls-nuts,FALSE,1,0.005
1,-2.220446049250313e-17,0.0158048779799528,0.04821684370913255,0.786,0.40242274519564,loc,mixture,62,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135359,iwls-nuts,FALSE,1,0.005
2,7.116529587847254e-17,0.03176462403211253,0.05506913957668775,0.906,0.5654078128296768,loc,mixture,62,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135359,iwls-nuts,FALSE,1,0.005
3,2.1660451210436802e-16,0.02570052626143319,0.05825802373157058,0.91200006,0.5086505539474201,loc,mixture,62,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135359,iwls-nuts,FALSE,1,0.005
0,3.871902798380234e-18,0.00888062206595207,0.01393701103532812,0.966,0.3049797862442914,scale,mixture,62,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135359,iwls-nuts,FALSE,1,0.005
1,2.331468351712829e-18,0.01010571404181987,0.01663544125310278,0.97800004,0.3283416428675269,scale,mixture,62,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135359,iwls-nuts,FALSE,1,0.005
2,-3.2196467714129537e-18,0.01021760866928235,0.0134268193726149,1,0.32679918086945464,scale,mixture,62,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135359,iwls-nuts,FALSE,1,0.005
3,1.1823875212257915e-17,0.01134477761692734,0.02408903701542051,0.79200006,0.3366947015968828,scale,mixture,62,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135359,iwls-nuts,FALSE,1,0.005
0,6.106226635438361e-19,0.00605729086640828,0.01137079859775002,0.83800006,0.25004577798482314,loc,mixture,62,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-140037,iwls-nuts,FALSE,0.01,0.01
1,-1.98729921407903e-17,0.00717712931025088,0.01870814165577025,0.8,0.2677711748992299,loc,mixture,62,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-140037,iwls-nuts,FALSE,0.01,0.01
2,7.482903185973556e-17,0.0159724030148602,0.02420207311307892,1,0.39162298626478104,loc,mixture,62,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-140037,iwls-nuts,FALSE,0.01,0.01
3,2.2143398226148747e-16,0.01061223337920308,0.01597140236453423,0.98200005,0.331003112671471,loc,mixture,62,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-140037,iwls-nuts,FALSE,0.01,0.01
0,3.996802888650564e-18,0.00418821311980598,0.00754965006537761,0.96800005,0.21002701994385423,scale,mixture,62,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-140037,iwls-nuts,FALSE,0.01,0.01
1,3.05311331771918e-18,0.00445836150257834,0.00822136498489891,0.92800003,0.21613462036426828,scale,mixture,62,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-140037,iwls-nuts,FALSE,0.01,0.01
2,-3.2196467714129537e-18,0.00515230845772248,0.00710177499541474,0.966,0.23115172568963083,scale,mixture,62,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-140037,iwls-nuts,FALSE,0.01,0.01
3,1.0796918914479648e-17,0.00497690935308122,0.00923177705478093,0.90400004,0.2262715808453265,scale,mixture,62,ptm-iwls-nuts,500,5000,010j-ptm-iwls-nuts-ig1_005,20251213-140037,iwls-nuts,FALSE,0.01,0.01
0,-6.217248937900877e-18,0.01158907062673902,0.02557646570940934,0.85400003,0.3499025426408675,loc,mixture,63,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135751,iwls-nuts,FALSE,0.01,0.01
1,-4.773959005888173e-17,0.0129080800315547,0.021547565317517,1,0.3615847421597269,loc,mixture,63,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135751,iwls-nuts,FALSE,0.01,0.01
2,5.728750807065808e-17,0.02388600003717663,0.07433750625260979,0.75200003,0.4863217624507541,loc,mixture,63,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135751,iwls-nuts,FALSE,0.01,0.01
3,-4.68514116391816e-17,0.01989239354826831,0.02829999093744569,1,0.4407670103195267,loc,mixture,63,ptm-iwls-nuts,250,5000,010j-ptm-iwls-nuts-ig1_005,20251213-135751,iwls-nuts,FALSE,0.01,0.01
