variable,ess_bulk_min,ess_bulk_median,ess_tail_min,ess_tail_median,rhat_max,rhat_median,ess_bulk_min_per_minute,ess_tail_min_per_minute,ess_bulk_median_per_minute,ess_tail_median_per_minute,data_type,data_seed,model,ntrain,ntest,job,run,acceptance_prob,position_moved,kernel,mcmc_strategy,apply_jitter
s(x2)_coef,16270.674965088285,17247.97117996289,17390.788386674714,18543.674163768224,1.00027104145656,1.000182947312549,3123.392347631288,3338.4143855595817,3310.998548692892,3559.7275530583634,ptm,24,gaussian-iwls,1000,5000,007-gaussian,20250903-232052,NA,NA,NA,NA,NA
s(x2)_variance,17711.470156482934,17711.470156482934,18907.050151545125,18907.050151545125,1.0000424612530665,1.0000424612530665,3399.973908320192,3629.4828509775098,3399.973908320192,3629.4828509775098,ptm,24,gaussian-iwls,1000,5000,007-gaussian,20250903-232052,NA,NA,NA,NA,NA
s(x3)_coef,15561.710099042382,17256.5182351922,17692.2617366373,18898.533513125003,1.0004653800744012,1.0000854196810058,2987.2962457732788,3396.286573179845,3312.6392800673,3627.8479585513487,ptm,24,gaussian-iwls,1000,5000,007-gaussian,20250903-232052,NA,NA,NA,NA,NA
s(x3)_variance,15510.33162079537,15510.33162079537,18358.39884561561,18358.39884561561,1.000047198692621,1.000047198692621,2977.433400738639,3524.1612651099836,2977.433400738639,3524.1612651099836,ptm,24,gaussian-iwls,1000,5000,007-gaussian,20250903-232052,NA,NA,NA,NA,NA
scale_intercept,17096.179755327088,17096.179755327088,18525.5873588071,18525.5873588071,1.0000495733551586,1.0000495733551586,3281.859980369157,3556.255528183557,3281.859980369157,3556.255528183557,ptm,24,gaussian-iwls,1000,5000,007-gaussian,20250903-232052,NA,NA,NA,NA,NA
g(x0)_coef,11109.13634731034,17308.97323441593,15626.330086561113,16570.469770838645,1.0004142079523526,1.0000512252302038,3741.6370441523095,5263.060393545775,5829.786711170542,5581.053431627657,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
g(x0)_variance,8820.671167762126,8820.671167762126,12821.61688359215,12821.61688359215,1.0005059337036235,1.0005059337036235,2970.865507792206,4318.412808858193,2970.865507792206,4318.412808858193,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
g(x1)_coef,10950.344684876653,17055.562053233785,14329.501965038588,16342.061364854002,1.000522998231096,1.00013390163,3688.154869850951,4826.27935245594,5744.436002234192,5504.123837255109,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
g(x1)_variance,7907.222055091954,7907.222055091954,10573.82846253088,10573.82846253088,1.000783684703488,1.000783684703488,2663.209275024637,3561.3414973969966,2663.209275024637,3561.3414973969966,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
g(x2)_coef,9114.196313310353,16635.492254274966,10231.102026451505,13571.891893944883,1.0008187543356537,1.0001899029307295,3069.7268885186513,3445.9087680511752,5602.953471839786,4571.1108300430005,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
g(x2)_variance,5232.905472141886,5232.905472141886,7714.957385873004,7714.957385873004,1.0005770769371491,1.0005770769371491,1762.4802100708653,2598.453151223394,1762.4802100708653,2598.453151223394,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
g(x3)_coef,9873.34028780894,17375.808774783844,11617.138062181351,15535.91828969056,1.0004944931820965,1.000245941322385,3325.4120406337065,3912.73567643388,5852.297402000892,5232.609049910845,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
g(x3)_variance,6912.396978005022,6912.396978005022,8682.74120696706,8682.74120696706,1.000816605583693,1.000816605583693,2328.1450319989985,2924.409704687922,2328.1450319989985,2924.409704687922,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
loc_intercept,14508.740392225613,14508.740392225613,17680.690645433064,17680.690645433064,0.9999547758044588,0.9999547758044588,4886.648144226233,5954.983809444957,4886.648144226233,5954.983809444957,ptm,24,gaussian-iwls,250,5000,007-gaussian,20250903-201424,NA,NA,NA,NA,NA
