xnum,bias,var,mse,ci_coverage,ci_width,parameter,data_type,data_seed,model,ntrain,ntest,run,job,mcmc_strategy,apply_jitter
3,-3.713696017371149e-17,0.00175296996470271,0.00260636254430452,0.94400007,0.13532260593210313,scale,mixture,13,ptm-iwls-nuts,1000,5000,20250905-151027,008-ptm,iwls-nuts,FALSE
0,3.953781746446339e-17,0.00728037106159268,0.01090028867546215,1,0.2703446803048355,loc,mixture,13,ptm-iwls-nuts,250,5000,20250905-144753,008-ptm,iwls-nuts,FALSE
1,2.90878432451791e-17,0.00796675740274993,0.01891188633680672,0.81600004,0.2810397960445472,loc,mixture,13,ptm-iwls-nuts,250,5000,20250905-144753,008-ptm,iwls-nuts,FALSE
2,-3.3528735343679726e-17,0.02100192993310633,0.04013089660589723,0.9480001,0.45233122593252206,loc,mixture,13,ptm-iwls-nuts,250,5000,20250905-144753,008-ptm,iwls-nuts,FALSE
3,-2.997602166487923e-17,0.01638009042957737,0.04131629740490367,0.814,0.4052084408016729,loc,mixture,13,ptm-iwls-nuts,250,5000,20250905-144753,008-ptm,iwls-nuts,FALSE
0,5.773159728050814e-18,0.00544101646544657,0.00890693846935908,1,0.2355823210710517,scale,mixture,13,ptm-iwls-nuts,250,5000,20250905-144753,008-ptm,iwls-nuts,FALSE
1,-7.771561172376097e-18,0.00502039330392467,0.01238000606643399,0.69000006,0.2271724940461344,scale,mixture,13,ptm-iwls-nuts,250,5000,20250905-144753,008-ptm,iwls-nuts,FALSE
2,1.1324274851176598e-17,0.00657523881147349,0.01185058566588405,0.99000007,0.2617573369347979,scale,mixture,13,ptm-iwls-nuts,250,5000,20250905-144753,008-ptm,iwls-nuts,FALSE
3,-3.6526337510167646e-17,0.00549074347517757,0.01007245658887865,0.878,0.2395741270792123,scale,mixture,13,ptm-iwls-nuts,250,5000,20250905-144753,008-ptm,iwls-nuts,FALSE
0,3.880229471064922e-17,0.00472507657940392,0.00588826319326777,1,0.2155036365656831,loc,mixture,13,ptm-iwls-nuts,500,5000,20250905-154700,008-ptm,iwls-nuts,FALSE
1,2.90878432451791e-17,0.00536107738829387,0.01731153569530446,0.85600007,0.23057871269084412,loc,mixture,13,ptm-iwls-nuts,500,5000,20250905-154700,008-ptm,iwls-nuts,FALSE
2,-3.141931159689193e-17,0.01182997968287282,0.02380577062403476,0.93200004,0.34782219684854615,loc,mixture,13,ptm-iwls-nuts,500,5000,20250905-154700,008-ptm,iwls-nuts,FALSE
3,-2.781108676686017e-17,0.01012506450227168,0.01641207752733596,0.99200004,0.31894891273918863,loc,mixture,13,ptm-iwls-nuts,500,5000,20250905-154700,008-ptm,iwls-nuts,FALSE
0,4.996003610813203e-18,0.00292762108606797,0.00760508415720876,0.72,0.17229029155941672,scale,mixture,13,ptm-iwls-nuts,500,5000,20250905-154700,008-ptm,iwls-nuts,FALSE
1,-8.590350653037149e-18,0.00269806669163837,0.00571509048921377,0.86,0.16693899431965362,scale,mixture,13,ptm-iwls-nuts,500,5000,20250905-154700,008-ptm,iwls-nuts,FALSE
2,1.2156942119645463e-17,0.00390488350357891,0.00671420441573183,0.88600004,0.20208035968558327,scale,mixture,13,ptm-iwls-nuts,500,5000,20250905-154700,008-ptm,iwls-nuts,FALSE
3,-3.68594044175552e-17,0.00319399892546656,0.00436048972260961,1,0.18300641949027807,scale,mixture,13,ptm-iwls-nuts,500,5000,20250905-154700,008-ptm,iwls-nuts,FALSE
0,-3.630429290524262e-17,0.00236878296717978,0.00400773032572412,0.93200004,0.15608151903539946,loc,mixture,14,ptm-iwls-nuts,1000,5000,20250905-190148,008-ptm,iwls-nuts,FALSE
1,1.3561374245796287e-16,0.00331548447503182,0.00598782983176153,0.892,0.18137786405445355,loc,mixture,14,ptm-iwls-nuts,1000,5000,20250905-190148,008-ptm,iwls-nuts,FALSE
2,-2.042810365310288e-17,0.00707092332916632,0.01523604100066688,0.86800003,0.2616478130606876,loc,mixture,14,ptm-iwls-nuts,1000,5000,20250905-190148,008-ptm,iwls-nuts,FALSE
3,-6.661338147750937e-19,0.00450692380231253,0.00699131482713401,1,0.21831996887002475,loc,mixture,14,ptm-iwls-nuts,1000,5000,20250905-190148,008-ptm,iwls-nuts,FALSE
0,3.7747582837255325e-18,0.00138392661480451,0.00349359245040903,0.72800004,0.1201676762320045,scale,mixture,14,ptm-iwls-nuts,1000,5000,20250905-190148,008-ptm,iwls-nuts,FALSE
1,1.0769163338864019e-17,0.00131721432803161,0.00262064202305554,0.90000004,0.1175749505849845,scale,mixture,14,ptm-iwls-nuts,1000,5000,20250905-190148,008-ptm,iwls-nuts,FALSE
2,1.776356839400249e-18,0.00204378394630192,0.0040577482911055,0.94000006,0.14645339955900744,scale,mixture,14,ptm-iwls-nuts,1000,5000,20250905-190148,008-ptm,iwls-nuts,FALSE
3,8.215650382226158e-18,0.00162654980767933,0.00363965372128171,0.878,0.13007693449073685,scale,mixture,14,ptm-iwls-nuts,1000,5000,20250905-190148,008-ptm,iwls-nuts,FALSE
0,-3.4861002973229916e-17,0.0125835297150049,0.02534277690422386,0.82400006,0.3567264058412084,loc,mixture,14,ptm-iwls-nuts,250,5000,20250905-150714,008-ptm,iwls-nuts,FALSE
1,1.361133428190442e-16,0.01777849857511936,0.02336867301587149,1,0.4134874957251955,loc,mixture,14,ptm-iwls-nuts,250,5000,20250905-150714,008-ptm,iwls-nuts,FALSE
2,-2.3203661214665758e-17,0.03767470314376928,0.06783167869876912,0.92200005,0.6147623518589378,loc,mixture,14,ptm-iwls-nuts,250,5000,20250905-150714,008-ptm,iwls-nuts,FALSE
3,5.773159728050814e-18,0.02484525352098448,0.03766642698407421,0.94400007,0.505230651421637,loc,mixture,14,ptm-iwls-nuts,250,5000,20250905-150714,008-ptm,iwls-nuts,FALSE
0,4.3229309021342025e-18,0.00593343530823296,0.00893573398399435,1,0.2466326248583912,scale,mixture,14,ptm-iwls-nuts,250,5000,20250905-150714,008-ptm,iwls-nuts,FALSE
1,1.0547118733938987e-17,0.00636380229646996,0.00731303190709575,1,0.25587123991512095,scale,mixture,14,ptm-iwls-nuts,250,5000,20250905-150714,008-ptm,iwls-nuts,FALSE
2,3.3306690738754697e-19,0.00916814574304089,0.01352629888161285,1,0.3057415048868393,scale,mixture,14,ptm-iwls-nuts,250,5000,20250905-150714,008-ptm,iwls-nuts,FALSE
3,9.10382880192628e-18,0.00719416885266998,0.01480091413155731,0.93200004,0.26920468054532076,scale,mixture,14,ptm-iwls-nuts,250,5000,20250905-150714,008-ptm,iwls-nuts,FALSE
0,-3.5749181392930035e-17,0.00435318156452036,0.00584459190988623,1,0.21006291380555767,loc,mixture,14,ptm-iwls-nuts,500,5000,20250906-030909,008-ptm,iwls-nuts,FALSE
1,1.3700152123874432e-16,0.00670744579210837,0.01293917152539719,1,0.2564713329382494,loc,mixture,14,ptm-iwls-nuts,500,5000,20250906-030909,008-ptm,iwls-nuts,FALSE
2,-2.220446049250313e-17,0.013143204195149411,0.02477501763797167,0.92800003,0.3654200912166869,loc,mixture,14,ptm-iwls-nuts,500,5000,20250906-030909,008-ptm,iwls-nuts,FALSE
3,-6.661338147750937e-19,0.00996910518695549,0.01584414746184461,0.95600003,0.31925454352728083,loc,mixture,14,ptm-iwls-nuts,500,5000,20250906-030909,008-ptm,iwls-nuts,FALSE
0,3.885780586188047e-18,0.00267707382608282,0.00437988188570895,0.93600005,0.16611283404479618,scale,mixture,14,ptm-iwls-nuts,500,5000,20250906-030909,008-ptm,iwls-nuts,FALSE
1,1.0658141036401503e-17,0.0025980904964151,0.00428979218153653,0.984,0.1653085738436971,scale,mixture,14,ptm-iwls-nuts,500,5000,20250906-030909,008-ptm,iwls-nuts,FALSE
2,1.2490009027033007e-18,0.00383997304652697,0.00533247976755001,1,0.2007725218094127,scale,mixture,14,ptm-iwls-nuts,500,5000,20250906-030909,008-ptm,iwls-nuts,FALSE
3,9.658940314238863e-18,0.00314280437788838,0.00565410538360887,1,0.1798930915061875,scale,mixture,14,ptm-iwls-nuts,500,5000,20250906-030909,008-ptm,iwls-nuts,FALSE
0,-8.548717289613704e-18,0.00188387707303347,0.00513848039469358,0.708,0.1409680530638888,loc,mixture,15,ptm-iwls-nuts,1000,5000,20250905-155021,008-ptm,iwls-nuts,FALSE
1,-3.880229471064922e-17,0.00271378037810406,0.00341846316997237,1,0.1649349862846779,loc,mixture,15,ptm-iwls-nuts,1000,5000,20250905-155021,008-ptm,iwls-nuts,FALSE
2,1.5409895581797174e-16,0.00611606368586493,0.01252753921392699,0.89000005,0.2474838074042225,loc,mixture,15,ptm-iwls-nuts,1000,5000,20250905-155021,008-ptm,iwls-nuts,FALSE
3,4.9404924595819454e-17,0.00513720124961019,0.00828811058524373,0.96800005,0.22712027360641185,loc,mixture,15,ptm-iwls-nuts,1000,5000,20250905-155021,008-ptm,iwls-nuts,FALSE
0,-4.6213033400022136e-18,0.00129324846542754,0.00194959557422342,0.9620001,0.11632958713254477,scale,mixture,15,ptm-iwls-nuts,1000,5000,20250905-155021,008-ptm,iwls-nuts,FALSE
1,-2.886579864025407e-18,0.00130166328583109,0.00173950964697896,1,0.11608330030339103,scale,mixture,15,ptm-iwls-nuts,1000,5000,20250905-155021,008-ptm,iwls-nuts,FALSE
2,4.218847493575595e-18,0.00206830437655784,0.0039611921232082,0.91400003,0.14655420354771917,scale,mixture,15,ptm-iwls-nuts,1000,5000,20250905-155021,008-ptm,iwls-nuts,FALSE
3,2.509104035652854e-17,0.0016153067494189,0.00211959089250972,1,0.13071236259094085,scale,mixture,15,ptm-iwls-nuts,1000,5000,20250905-155021,008-ptm,iwls-nuts,FALSE
0,-9.825473767932635e-18,0.0066666385132455,0.0184618190003815,0.68600005,0.26334143354599837,loc,mixture,15,ptm-iwls-nuts,250,5000,20250905-151348,008-ptm,iwls-nuts,FALSE
1,-4.063416270128073e-17,0.00940659405276484,0.02061842659970711,0.92200005,0.306335724209802,loc,mixture,15,ptm-iwls-nuts,250,5000,20250905-151348,008-ptm,iwls-nuts,FALSE
2,1.5765166949677222e-16,0.0207872887752771,0.04942121923606024,0.86600006,0.4557993885693096,loc,mixture,15,ptm-iwls-nuts,250,5000,20250905-151348,008-ptm,iwls-nuts,FALSE
3,5.218048215738235e-17,0.01756403300212421,0.03781958105795639,0.934,0.4106626355348176,loc,mixture,15,ptm-iwls-nuts,250,5000,20250905-151348,008-ptm,iwls-nuts,FALSE
0,-4.010680676458378e-18,0.00494272493829351,0.00960306053998064,0.90200007,0.22386510281002173,scale,mixture,15,ptm-iwls-nuts,250,5000,20250905-151348,008-ptm,iwls-nuts,FALSE
1,-3.552713678800501e-18,0.0042134847650416,0.0118483636211101,0.73,0.20831286034905705,scale,mixture,15,ptm-iwls-nuts,250,5000,20250905-151348,008-ptm,iwls-nuts,FALSE
2,4.5519144009631405e-18,0.00819146124050327,0.01198134612074634,0.92200005,0.28585866765332785,scale,mixture,15,ptm-iwls-nuts,250,5000,20250905-151348,008-ptm,iwls-nuts,FALSE
3,2.631228568361621e-17,0.0057264275641204,0.01473974995716533,0.82800007,0.23675329880544155,scale,mixture,15,ptm-iwls-nuts,250,5000,20250905-151348,008-ptm,iwls-nuts,FALSE
0,-9.325873406851316e-18,0.00375001536137768,0.00920480917013479,0.85600007,0.1977074855567725,loc,mixture,15,ptm-iwls-nuts,500,5000,20250905-152203,008-ptm,iwls-nuts,FALSE
1,-4.0412118096355703e-17,0.0058260305962012,0.008270563334412,1,0.23973970660533692,loc,mixture,15,ptm-iwls-nuts,500,5000,20250905-152203,008-ptm,iwls-nuts,FALSE
2,1.5765166949677222e-16,0.01417950160808323,0.03153424561470035,0.906,0.36262653357853314,loc,mixture,15,ptm-iwls-nuts,500,5000,20250905-152203,008-ptm,iwls-nuts,FALSE
3,4.7850612361344246e-17,0.00984785642316278,0.01855958925197794,0.94000006,0.31465801199486615,loc,mixture,15,ptm-iwls-nuts,500,5000,20250905-152203,008-ptm,iwls-nuts,FALSE
0,-4.9127368839663174e-18,0.00295901957572367,0.00458760998396593,1,0.1750105940350891,scale,mixture,15,ptm-iwls-nuts,500,5000,20250905-152203,008-ptm,iwls-nuts,FALSE
1,-2.331468351712829e-18,0.00306689802529231,0.00439659968507516,1,0.17671172987981262,scale,mixture,15,ptm-iwls-nuts,500,5000,20250905-152203,008-ptm,iwls-nuts,FALSE
2,2.9420910152566647e-18,0.00473640762722415,0.00653209164031461,1,0.2213734035095324,scale,mixture,15,ptm-iwls-nuts,500,5000,20250905-152203,008-ptm,iwls-nuts,FALSE
3,2.597921877622865e-17,0.00380197460588335,0.00657114883825675,1,0.197269790288896,scale,mixture,15,ptm-iwls-nuts,500,5000,20250905-152203,008-ptm,iwls-nuts,FALSE
0,-1.0186296250935811e-17,0.00199045689646217,0.00323536176129059,0.94200003,0.1441515370587658,loc,mixture,16,ptm-iwls-nuts,1000,5000,20250905-171651,008-ptm,iwls-nuts,FALSE
1,-3.547162563677374e-17,0.00274053492541976,0.00571372107698568,0.90200007,0.1680795021961119,loc,mixture,16,ptm-iwls-nuts,1000,5000,20250905-171651,008-ptm,iwls-nuts,FALSE
2,-1.3483658634072528e-16,0.00648603921865061,0.01213831580543279,1,0.25188712221554244,loc,mixture,16,ptm-iwls-nuts,1000,5000,20250905-171651,008-ptm,iwls-nuts,FALSE
3,-3.175237850427948e-17,0.00480865881593187,0.00978494102645127,0.924,0.22346584007693143,loc,mixture,16,ptm-iwls-nuts,1000,5000,20250905-171651,008-ptm,iwls-nuts,FALSE
0,-1.8873791418627663e-18,0.00120615748425271,0.00194688006787665,1,0.11237340553802504,scale,mixture,16,ptm-iwls-nuts,1000,5000,20250905-171651,008-ptm,iwls-nuts,FALSE
1,-1.9706458687096527e-18,0.00134290771266859,0.00386255004751754,0.69000006,0.1182819639419886,scale,mixture,16,ptm-iwls-nuts,1000,5000,20250905-171651,008-ptm,iwls-nuts,FALSE
2,9.825473767932635e-18,0.00194107277805879,0.00428611755239204,0.878,0.14189598296861103,scale,mixture,16,ptm-iwls-nuts,1000,5000,20250905-171651,008-ptm,iwls-nuts,FALSE
3,-2.2239154962022667e-17,0.00152181251996223,0.00246711303326515,0.94200003,0.12572557604456966,scale,mixture,16,ptm-iwls-nuts,1000,5000,20250905-171651,008-ptm,iwls-nuts,FALSE
0,-8.340550472496487e-18,0.00713141932868438,0.01457550432900653,0.846,0.27058456473820847,loc,mixture,16,ptm-iwls-nuts,250,5000,20250905-165108,008-ptm,iwls-nuts,FALSE
1,-3.5749181392930035e-17,0.00888036907299422,0.01343480379219551,1,0.30177469352204017,loc,mixture,16,ptm-iwls-nuts,250,5000,20250905-165108,008-ptm,iwls-nuts,FALSE
2,-1.3455903058456894e-16,0.02342875523592273,0.0813679943099081,0.67200005,0.480611778578984,loc,mixture,16,ptm-iwls-nuts,250,5000,20250905-165108,008-ptm,iwls-nuts,FALSE
3,-3.275157922644211e-17,0.01654693795753329,0.02634793297999742,1,0.41266436692973874,loc,mixture,16,ptm-iwls-nuts,250,5000,20250905-165108,008-ptm,iwls-nuts,FALSE
0,-2.2759572004815702e-18,0.00406827112295807,0.00634042643462975,1,0.2023512227989978,scale,mixture,16,ptm-iwls-nuts,250,5000,20250905-165108,008-ptm,iwls-nuts,FALSE
1,-3.053113317719179e-18,0.00466744073674206,0.00913037992303828,0.87600005,0.21966773882590665,scale,mixture,16,ptm-iwls-nuts,250,5000,20250905-165108,008-ptm,iwls-nuts,FALSE
2,9.96425164601078e-18,0.00631418612801466,0.0161680845405328,0.75000006,0.2557741896946248,scale,mixture,16,ptm-iwls-nuts,250,5000,20250905-165108,008-ptm,iwls-nuts,FALSE
3,-2.1538326677728038e-17,0.00489297257659598,0.00693435245616812,1,0.2257940794075711,scale,mixture,16,ptm-iwls-nuts,250,5000,20250905-165108,008-ptm,iwls-nuts,FALSE
0,-7.6605388699135792e-18,0.00346265163634282,0.00511173089067168,1,0.19020536794818843,loc,mixture,16,ptm-iwls-nuts,500,5000,20250905-153649,008-ptm,iwls-nuts,FALSE
1,-3.4694469519536136e-17,0.00511848708163388,0.00915581083496208,1,0.229222706312526,loc,mixture,16,ptm-iwls-nuts,500,5000,20250905-153649,008-ptm,iwls-nuts,FALSE
2,-1.376676550535194e-16,0.01300591906938421,0.03579555799154426,0.88400006,0.3568169862875654,loc,mixture,16,ptm-iwls-nuts,500,5000,20250905-153649,008-ptm,iwls-nuts,FALSE
3,-2.6090241078691174e-17,0.00827675550031359,0.01753388387861598,0.90000004,0.29456227943498586,loc,mixture,16,ptm-iwls-nuts,500,5000,20250905-153649,008-ptm,iwls-nuts,FALSE
0,-2.442490654175344e-18,0.00219378395798727,0.00258084203117256,1,0.15017671908512278,scale,mixture,16,ptm-iwls-nuts,500,5000,20250905-153649,008-ptm,iwls-nuts,FALSE
1,-1.7208456881689919e-18,0.00253365519203209,0.00580577006845945,0.86200005,0.1622740468852602,scale,mixture,16,ptm-iwls-nuts,500,5000,20250905-153649,008-ptm,iwls-nuts,FALSE
2,9.325873406851316e-18,0.00354263402683321,0.00615034584423862,0.88600004,0.19241517737271613,scale,mixture,16,ptm-iwls-nuts,500,5000,20250905-153649,008-ptm,iwls-nuts,FALSE
3,-2.1788126858268695e-17,0.0027067933618884,0.0053829125975644,0.878,0.1679776063153046,scale,mixture,16,ptm-iwls-nuts,500,5000,20250905-153649,008-ptm,iwls-nuts,FALSE
0,-3.147482274812319e-17,0.00202862921777875,0.00264946411018291,1,0.14345480794924212,loc,mixture,17,ptm-iwls-nuts,1000,5000,20250905-162846,008-ptm,iwls-nuts,FALSE
1,2.1316282072803006e-17,0.00286339055034655,0.00668618967433836,0.90200007,0.16806835703443287,loc,mixture,17,ptm-iwls-nuts,1000,5000,20250905-162846,008-ptm,iwls-nuts,FALSE
2,-5.706546346573305e-17,0.00632588760031391,0.01215434408101723,0.91600007,0.2483886807725701,loc,mixture,17,ptm-iwls-nuts,1000,5000,20250905-162846,008-ptm,iwls-nuts,FALSE
3,-1.1862733018119798e-16,0.00449875767000864,0.00793987849654389,0.96400005,0.21682214671650404,loc,mixture,17,ptm-iwls-nuts,1000,5000,20250905-162846,008-ptm,iwls-nuts,FALSE
0,-2.9282132274488503e-18,0.0012952010637759,0.00232126351553583,1,0.11607148069969388,scale,mixture,17,ptm-iwls-nuts,1000,5000,20250905-162846,008-ptm,iwls-nuts,FALSE
1,7.605027718682323e-18,0.00145975123311378,0.00230456174496488,1,0.12282599637492696,scale,mixture,17,ptm-iwls-nuts,1000,5000,20250905-162846,008-ptm,iwls-nuts,FALSE
2,-6.106226635438359e-18,0.00205006730075972,0.00383995127364281,0.95000005,0.14680198098258815,scale,mixture,17,ptm-iwls-nuts,1000,5000,20250905-162846,008-ptm,iwls-nuts,FALSE
3,2.331468351712829e-18,0.00161384751530847,0.00327231557233966,0.95400006,0.13009018284892682,scale,mixture,17,ptm-iwls-nuts,1000,5000,20250905-162846,008-ptm,iwls-nuts,FALSE
0,-3.0087043967341744e-17,0.01169747210116962,0.01863271361094953,1,0.3340464267365754,loc,mixture,17,ptm-iwls-nuts,250,5000,20250905-162327,008-ptm,iwls-nuts,FALSE
1,1.9539925233402742e-17,0.01418671482938262,0.03278199806328846,0.96800005,0.3720323192627644,loc,mixture,17,ptm-iwls-nuts,250,5000,20250905-162327,008-ptm,iwls-nuts,FALSE
2,-4.884981308350689e-17,0.03046859582624008,0.04890709940994998,1,0.5575185515115827,loc,mixture,17,ptm-iwls-nuts,250,5000,20250905-162327,008-ptm,iwls-nuts,FALSE
3,-1.213473765915296e-16,0.02841591060718366,0.05615930514709942,0.90000004,0.5394292067446484,loc,mixture,17,ptm-iwls-nuts,250,5000,20250905-162327,008-ptm,iwls-nuts,FALSE
0,-3.3306690738754695e-18,0.00529212039740019,0.0081742540939012,1,0.23169265849515672,scale,mixture,17,ptm-iwls-nuts,250,5000,20250905-162327,008-ptm,iwls-nuts,FALSE
1,6.439293542825907e-18,0.00552070389190281,0.01336064526998979,0.86800003,0.23918610024421413,scale,mixture,17,ptm-iwls-nuts,250,5000,20250905-162327,008-ptm,iwls-nuts,FALSE
2,-5.4123372450476375e-18,0.00876415001454322,0.01091465190019659,1,0.2975390896921812,scale,mixture,17,ptm-iwls-nuts,250,5000,20250905-162327,008-ptm,iwls-nuts,FALSE
3,3.1086244689504384e-18,0.00624078315214419,0.01079783500189923,0.94600004,0.25183469208849196,scale,mixture,17,ptm-iwls-nuts,250,5000,20250905-162327,008-ptm,iwls-nuts,FALSE
0,-2.90878432451791e-17,0.00482378263098125,0.01378901448074947,0.50600004,0.21277785985174635,loc,mixture,17,ptm-iwls-nuts,500,5000,20250905-191659,008-ptm,iwls-nuts,FALSE
1,2.164934898019055e-17,0.00521210436655632,0.0111149417381409,0.96000004,0.22617129204802228,loc,mixture,17,ptm-iwls-nuts,500,5000,20250905-191659,008-ptm,iwls-nuts,FALSE
2,-5.284661597215745e-17,0.0114182768752747,0.02112965381523507,0.91400003,0.3419304268517887,loc,mixture,17,ptm-iwls-nuts,500,5000,20250905-191659,008-ptm,iwls-nuts,FALSE
3,-1.1912693054227932e-16,0.0097360817542153,0.04061512349456766,0.73600006,0.3161615221194066,loc,mixture,17,ptm-iwls-nuts,500,5000,20250905-191659,008-ptm,iwls-nuts,FALSE
0,-2.3037127760972e-18,0.00223594243604052,0.00362718696946513,1,0.15147463610967088,scale,mixture,17,ptm-iwls-nuts,500,5000,20250905-191659,008-ptm,iwls-nuts,FALSE
1,7.327471962526034e-18,0.00236500013778103,0.00490795205634123,0.91400003,0.15700530619086195,scale,mixture,17,ptm-iwls-nuts,500,5000,20250905-191659,008-ptm,iwls-nuts,FALSE
2,-5.7315263646273696e-18,0.00353397060798984,0.00544721540036511,1,0.1933031745477878,scale,mixture,17,ptm-iwls-nuts,500,5000,20250905-191659,008-ptm,iwls-nuts,FALSE
3,2.7755575615628915e-18,0.00273493770872548,0.00857986542279626,0.748,0.16632795467929243,scale,mixture,17,ptm-iwls-nuts,500,5000,20250905-191659,008-ptm,iwls-nuts,FALSE
0,-1.3725132141928495e-17,0.00190548473838555,0.00213342201517054,1,0.1392352809103956,loc,mixture,18,ptm-iwls-nuts,1000,5000,20250905-174645,008-ptm,iwls-nuts,FALSE
1,-4.546363285840016e-17,0.00264617216371438,0.00591497212202366,0.75000006,0.16360778580015295,loc,mixture,18,ptm-iwls-nuts,1000,5000,20250905-174645,008-ptm,iwls-nuts,FALSE
2,-4.780897899792081e-17,0.00584495529821466,0.01004568357672531,0.95400006,0.2408368316902069,loc,mixture,18,ptm-iwls-nuts,1000,5000,20250905-174645,008-ptm,iwls-nuts,FALSE
3,-1.7319479184152443e-16,0.00521699315415376,0.00822166987956225,0.94400007,0.2282405625898963,loc,mixture,18,ptm-iwls-nuts,1000,5000,20250905-174645,008-ptm,iwls-nuts,FALSE
0,2.803313137178519e-18,0.00119834009418951,0.00160239312869048,1,0.1111153160779391,scale,mixture,18,ptm-iwls-nuts,1000,5000,20250905-174645,008-ptm,iwls-nuts,FALSE
1,-1.6292522886374162e-17,0.00121503155851462,0.00252296174746447,0.86200005,0.11229597261319596,scale,mixture,18,ptm-iwls-nuts,1000,5000,20250905-174645,008-ptm,iwls-nuts,FALSE
2,6.550315845288422e-18,0.00174742626130521,0.0041732611555047,0.84200007,0.1358791139592309,scale,mixture,18,ptm-iwls-nuts,1000,5000,20250905-174645,008-ptm,iwls-nuts,FALSE
3,-2.1885271372923398e-17,0.00157691525139045,0.00284948480330452,0.9480001,0.1278137364209413,scale,mixture,18,ptm-iwls-nuts,1000,5000,20250905-174645,008-ptm,iwls-nuts,FALSE
0,-1.0907941216942163e-17,0.00919765621639524,0.01962092605799448,0.82000005,0.300009189123794,loc,mixture,18,ptm-iwls-nuts,250,5000,20250905-170838,008-ptm,iwls-nuts,FALSE
1,-4.307665335545607e-17,0.01092650381924535,0.02217444462766838,0.90400004,0.3347194536842698,loc,mixture,18,ptm-iwls-nuts,250,5000,20250905-170838,008-ptm,iwls-nuts,FALSE
2,-4.796163466380675e-17,0.02667685586316267,0.04615578380926005,1,0.5114821822832997,loc,mixture,18,ptm-iwls-nuts,250,5000,20250905-170838,008-ptm,iwls-nuts,FALSE
3,-1.7291723608536814e-16,0.02270671162340864,0.04010919077268257,0.92800003,0.468561207830013,loc,mixture,18,ptm-iwls-nuts,250,5000,20250905-170838,008-ptm,iwls-nuts,FALSE
0,2.886579864025407e-18,0.00474279216872896,0.00754059077613238,1,0.2157731944418735,scale,mixture,18,ptm-iwls-nuts,250,5000,20250905-170838,008-ptm,iwls-nuts,FALSE
1,-1.609823385706477e-17,0.00422880136179836,0.00774008835251375,0.99600005,0.20939346469178224,scale,mixture,18,ptm-iwls-nuts,250,5000,20250905-170838,008-ptm,iwls-nuts,FALSE
2,6.07847105982273e-18,0.00685346132766793,0.01198791375752471,0.94200003,0.2633556147777851,scale,mixture,18,ptm-iwls-nuts,250,5000,20250905-170838,008-ptm,iwls-nuts,FALSE
3,-2.3522850334245502e-17,0.00583159797838384,0.011056008033330251,0.9480001,0.2411920875227974,scale,mixture,18,ptm-iwls-nuts,250,5000,20250905-170838,008-ptm,iwls-nuts,FALSE
0,-1.2628786905111155e-17,0.00359920884056739,0.00453159337855033,1,0.1914586840675742,loc,mixture,18,ptm-iwls-nuts,500,5000,20250905-180709,008-ptm,iwls-nuts,FALSE
1,-4.529709940470639e-17,0.00528132202482847,0.01715966231187905,0.63000005,0.2315767089398776,loc,mixture,18,ptm-iwls-nuts,500,5000,20250905-180709,008-ptm,iwls-nuts,FALSE
2,-4.884981308350689e-17,0.0119459179742255,0.02211528019379029,0.95800006,0.34664158159615444,loc,mixture,18,ptm-iwls-nuts,500,5000,20250905-180709,008-ptm,iwls-nuts,FALSE
3,-1.6986412276764895e-16,0.00933964904467229,0.01771794974608367,0.924,0.3089338737974517,loc,mixture,18,ptm-iwls-nuts,500,5000,20250905-180709,008-ptm,iwls-nuts,FALSE
0,1.4363510381087964e-18,0.00229869323992583,0.00499835756137489,0.874,0.15079051443333585,scale,mixture,18,ptm-iwls-nuts,500,5000,20250905-180709,008-ptm,iwls-nuts,FALSE
1,-1.609823385706477e-17,0.00207786196294554,0.00666497257783934,0.67200005,0.14627595802136364,scale,mixture,18,ptm-iwls-nuts,500,5000,20250905-180709,008-ptm,iwls-nuts,FALSE
2,5.8841820305133295e-18,0.00338021100954534,0.00655396508458312,0.86800003,0.1869521953457628,scale,mixture,18,ptm-iwls-nuts,500,5000,20250905-180709,008-ptm,iwls-nuts,FALSE
3,-2.2648549702353195e-17,0.00265800494908667,0.00417698644975535,0.92200005,0.1662847233314322,scale,mixture,18,ptm-iwls-nuts,500,5000,20250905-180709,008-ptm,iwls-nuts,FALSE
0,-3.719247132494274e-17,0.0024050115435184,0.00391665410587051,0.924,0.15768548200043883,loc,mixture,19,ptm-iwls-nuts,1000,5000,20250905-164305,008-ptm,iwls-nuts,FALSE
1,4.1938674755215286e-17,0.00300243111930312,0.00487650234394146,0.91,0.17304943530981057,loc,mixture,19,ptm-iwls-nuts,1000,5000,20250905-164305,008-ptm,iwls-nuts,FALSE
2,-2.1316282072803006e-17,0.00681469245571853,0.01299023201209985,0.808,0.2628542054337727,loc,mixture,19,ptm-iwls-nuts,1000,5000,20250905-164305,008-ptm,iwls-nuts,FALSE
3,-8.676392937445598e-17,0.0053220651515648,0.01047079767560988,0.94400007,0.23526075825211465,loc,mixture,19,ptm-iwls-nuts,1000,5000,20250905-164305,008-ptm,iwls-nuts,FALSE
0,1.6653345369377347e-18,0.00142993095031159,0.00189047877918661,1,0.12234109061742504,scale,mixture,19,ptm-iwls-nuts,1000,5000,20250905-164305,008-ptm,iwls-nuts,FALSE
